cnpj;inscricaoestadual;responsavel;email;endereco;telefonefixo;observacao;nome;convenio;empresafora
96.499.629/0001-05;;;;" AL ARAGUAIA 		NÚMERO 401 		COMPLEMENTO TERREO ";(63)9103-9498;;PRO SISTEMAS E SERVICOS TEMPORARIOS LTDA;true;nao
12.702.919/0001-06;;;;"Q 401 SUL AVENIDA LO 11  SALA: 706; CONJ: 02; EDIF: PALMAS MEDICAL CENTE; ";(63)3217-1010;;PSICOCLINICA CLINICA DE PSICOLOGIA DE PALMAS LTDA - ME;true;nao
07.128.973/0001-50;;;;972  COMPLEMENTO  SALA 120 R FREDERICO LEMOS;(63)3363-4939;;PUBLICA CONTABILIDADE E CONSULTORIA LTDA - ME;true;nao
20.211.673/0001-06;;;;" LOGRADOURO  AV HENRIQUE VITA  NÚMERO  193  COMPLEMENTO  APT 02	  ";(63)3214-1794;;P F DE J GONCALVES - EIRELI - ME;true;nao
14.619.014/0001-00;;;;Q 503 NORTE, AVENIDA LO 14 ;(63)8404-2780;;P H A EMPREENDIMENTOS E SERVICOS LTDA - ME;true;nao
08.869.113/0001-30;;;;"LOGRADOURO Q 204 SUL ALAMEDA 09 LOTE 12-A 		NÚMERO 06 		COMPLEMENTO SALA 02 ";(63)3215-5215;;P M TEIXEIRA - ME;true;nao
20.095.946/0001-96;;;;Q 812 SUL, ALAMEDA 7, (ASR-SE 85, QI 08, LOTE 13),;(63)3215-3240;;Q. R. COM. DE PECAS AUTOMOTIVAS EIRELI - ME;true;nao
09.044.235/0376-65;;;;AV QUADRA 402, LOTE 1A, AV. NS 2;(63)3219-7100;;Q1 COMERCIAL DE ROUPAS S.A.;true;nao
72.653.009/0004-55;;;;Q 103 SUL RUA SO 07 N 44 ;(63)3233-0332;;QUALITY ALUGUEL DE VEICULOS LTDA;true;nao
08.850.031/0001-43;;;;R ORATORIO Nº 1891PARQUE NOVO ORATORIO;(11)4438-0063;;QUALITY SERVIÇOS DE INFORMAÇÕES CADASTRAIS PARA FINANCIAMENTO LTDA;true;nao
13.528.298/0001-59;;;;Q 309 SUL AVENIDA LO-05  NÚMERO  S/N  COMPLEMENTO  LOTE 04 SALA 05;(63)3216-1660;;QUANTUM TELECOMUNICACOES E ELETRICIDADE LTDA - ME;true;nao
07.232.582/0001-80;;;;Q 104 SUL, RUA SE 03, CJ 02, LOTES 06/08 ;(63)3215-7569;;QUARESMA & QUARESMA LTDA - ME;true;nao
10.793.665/0001-53;;;;Q 204 SUL AL 09 LT 04  NÚMERO  S/N  COMPLEMENTO  QC 02;(63)3322-0700;;QUEENS PALMAS LTDA - ME;true;nao
19.283.420/0001-50;;;;Q 106 SUL ( ARSE 12, H.M) ALAMEDA 03, LT. 29  SALA 02  NÚMERO 12 ;(63)3225-0682;;QUEIROZ E MORAES LTDA - ME;true;nao
09.721.613/0001-92;;;;ROD TO 020 - KM 175  S/N ;(63)3245-7000;;QUELUZ AGRO - FLORESTAL LTDA;true;nao
20.537.659/0001-99;;;;"Q 101 SUL RUA NS A 		NÚMERO S/N 		COMPLEMENTO CONJ 02 LOTE 10 SUC 38 PALMAS SHOPPING";(63)3219-7100;;R & M RESTAURANTE LTDA. - EPP;true;nao
18.820.789/0001-92;;;;LOTE 27 SALA 01 TAQUARALTO;(63)8495-7532;;R DE PAULA RODRIGUES DISTRIBUIDORA;true;nao
18.324.014/0001-26;;;;Q 712 SUL RODOVIA TO 134;(63)3215-1246;;R H COM. VAREJISTA DE PECAS P/ AR COND. P/ VEICULOS LTDA - ME;true;nao
23.486.211/0001-81;;;;Q 104 SUL AVENIDA LO 1;(63)3217-7308;;R L COSTA COMERCIO - ME;true;nao
14.329.883/0001-92;;;;Q 104 SUL RUA SE 1;(63)8435-2335;;R. DE C. R. NASCIMENTO - ME;true;nao
17.830.959/0001-57;;;;Q 103 SUL AVENIDA JUSCELINO KUBITSCHEK;(63)8415-3280;;R. REBOUCAS INACIO - ME;true;nao
09.358.101/0001-03;;;;"Q ACSV-SO 121,AVENIDA LO 27, LOTE 23 	NÚMERO S/N COMPLEMENTO SALA 01";(63)3571-8155;;R. S. A. COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA - ME;true;nao
11.435.676/0001-24;;;;Q 103 SUL RUA SO 05;(63)3215-2143;;R.ALMEIDA DE SA - ME;true;nao
23.573.190/0001-31;;;;Q 401 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO;(63)3216-2021;;R.C. SAO JOSE - ME;true;nao
02.383.382/0001-05;;;;"Q 104 SUL RUA DE PEDESTRE SE 03 LT 14  	N15 	 SALA 05 ";(63)3215-3365;;R.D. COMERCIO E SERVICOS DE INFORMATICA LTDA - ME;true;nao
01.781.573/0001-62;;;;R SALVADOR DE SA  PONTO DE PARADA ;(81)2101-7121;;R.P.L ENGENHARIA E SERVICOS LTDA;true;nao
10.243.436/0001-65;;;;AV DO ESTUDANTE, QUADRA 36, LOTE 07-A  S/C ;(63)3538-1418;;R. B. XAVIER - ME;true;nao
18.582.295/0001-17;;;; Q 401 NORTE, AV NS 01, LOTES 1 A 10  CONJ 02 BLOCO II ;(63)8435-7591;;R. F. N. GOMES - ME;true;nao
37.424.983/0002-84;;;; AV TEOTONIO SEGURADO ACSU NO 50,  CONJ 01 LOTE 09 SALA 08 ;(63)3225-6227;;RADAR PLUS AUTO ESCOLA E DESPACHANTE LTDA - ME;true;nao
23.719.043/0001-27;;;;Q 108 SUL AVENIDA LO 3;(63)8491-3944;;RADIOIMAGEM LTDA - ME;true;nao
60.509.239/0002-02;;;; CONJ 01 LOTE 06 SALA 505 E 510 EDIF AMAZONIA CENTER    AV TEOTONIO SEGURADO  NUMERO 50;(63)3216-2555;;RADIO E TELEVISAO BANDEIRANTES LTDA;true;nao
24.839.537/0001-08;;;;"Q 104 SUL RUA SE 5 		NÚMERO SN 	COMPLEMENTO CONJ 04 LOTE 21 SALA 01";(63)8468-8600;;RAFAEL BRUNO RODRIGUES DOS SANTOS EIRELI - ME;true;nao
20.486.033/0001-09;;;;"Q 204 SUL ALAMEDA 4  NÚMERO  12  COMPLEMENTO  SALA 3	   CEP  77.020-466	 BAIRRO/DISTRITO  PLANO DIRETOR SUL  MUNICÍPIO  PALMAS  UF  TO ";(63)3225-4365;;RAFAEL O. BATISTA - ME;true;nao
25.178.694/0001-82;;;;Q 603 NORTE ALAMEDA 3 NÚMERO 02;(63)9113-1985;;RAIMUNDO VIEIRA BANDEIRA PEREIRA 61111218390;true;nao
16.674.568/0001-28;;;;Q 103 SUL RUA SO 7  38  LOTE 38 ;(63)3215-5024;;RAIMUNDO PINTO DA SILVA 21851662120;true;nao
16.631.353/0001-20;;;;" QUADRA 63;LOTE 11  R 22   	NÚMERO 11 ";(63)3225-1003;;RAIMUNDO PINTO DE LIMA FILHO 95728740120;true;nao
13.809.979/0001-95;;;;104 SUL AV JK;(63)8444-5324;;RAIMUNDO SOARES DA SILVA 27370089134;true;nao
10.978.946/0001-03;;;;Q 1012 SUL. ALAMEDA 08, QI G, LOTE 10;(63)3217-4502;;RAMALHO & LEAL AUTO CENTER LTDA;true;nao
09.532.848/0001-36;;;;Q 104 SUL RUA SE I LOTE 28    SALA 01   S/N;(63)8434-0942;;RAMALHO & SILVA LTDA;true;nao
07.625.729/0001-00;;;;R PAULO DOS SANTOS  NÚMERO  637  COMPLEMENTO  SALA 01;(17)3212-1285;;RAMOS & SILVA SOLUCOES FINANCEIRAS LTDA;true;nao
20.196.709/0001-11;;;;402 SUL AVENIDA NS 2 LOTE 1 SALA 24;(63)8411-4063;;RAMOS E MATOD LTDA;true;nao
08.589.101/0002-32;;;;AV LO 25 ACSV-SE 111  LOTE 19 LOJA 02 ;(63)8473-1239;;RANIERE SOUSA DA SILVA E CIA LTDA;true;nao
01.034.169/0001-25;;;;402 S AV TEOTONIO SEGURADO (ACSU SE 40) ;(63)3214-1000;;RB CENTRO AUTOMOTIVO EIRELLI EPP;true;nao
19.290.684/0001-31;;;;;(63)3235-5911;;RB4 EMPREENDIMENTOS IMOBILIARIOS LTDA;true;nao
17.689.093/0001-06;;;; Q 403 NORTE AVE LO 10 N 13 NO 41 LT 24 SALA 02 ;(63)3225-7338;;RB DISTRIBUIDORA EIRELI - ME;true;nao
26.892.679/0001-64;;;;"R C-214  N  278  COMPLEMEN  QD.508 LT.14 C-1 SL 7 JARDIM AMERICA  	  ";(63)3421-2387;;RCA CONSTRUCOES E PROJETOS LTDA - EPP;true;nao
02.082.715/0001-66;;;;Q 103 NORTE, AV LO 02, LOTE 61  NÚMERO  S/N  COMPLEMENTO  SALA 01;(63)3215-5626;;RCI CONSULTORIA EMPRESARIAL LTDA - ME;true;nao
17.742.627/0001-10;;;;Q 103 SUL, RUA SO 7, CONJUNTO 02, LOTE 01NÚMERO  48;(63)8414-0002;;RDR LOGISTICA LTDA - ME;true;nao
04.013.139/0001-20;;;;R ITAMARACA  NÚMERO  186;(81)3366-2222;;REALIZA SERVICOS PROMOCIONAIS LTDA;true;nao
01.486.718/0001-00;;;;Q 906 SUL, AVENIDA LO 23 ;(63)3225-5773;;REALIZA PRODUTOS DE ESCRITORIO LTDA - ME;true;nao
01.945.637/0001-13;;;; ANVR TO 050 GUICHE 08 ESTACAO RODOVIARIA DE BRITO MIRANDA  BLOCO B ;(63)9254-6307;;REAL MAIA TRANSPORTES TERRESTRES LTDA - EPP;true;nao
03.427.735/0001-94;;;;TO 050 KM 18;(63)3571-5005;;RECAPAGEM PALMENSE LTDA;true;nao
13.478.065/0001-99;;;;R MADECAR NÚMERO S/N;(94)9168-8131;;REDENCAO DEPOSITO DE MATERIAIS DE CONSTRUCAO E CONSTRUTORA LTDA - EPP;true;nao
13.952.000/0001-33;;;;Q 604 SUL AL 05 QI E LT 38  NÚMERO  01 ;(63)3215-5302;;REFRIGERACAO SILVA NEGRE LTDA - ME;true;nao
25.759.366/0001-70;;;;"AV PAULO ROBERTO C.SANTOS 		NÚMERO 2305";(34)3292-4500;;REFRIGERANTES DO TRIANGULO LTDA;true;nao
CEI:51.22063951/82;;;;1006 SUL AL 16 LOTE 11;(63)8400-7070;;REGINALDO DE SOUZA MANRIQUE;true;nao
11.524.685/0001-91;;;;AV 503 NORTE AVENIDA LO 14 N 33  LOTE 33 ;(63)3225-2978;;REINIVALDO LOURENCO DE BARROS OLIVEIRA;true;nao
23.637.891/0001-97;;;;Q 712 SUL ALAMEDA 9  SN COMPLEMENTO LOTE 12 SALA 02;(63)8491-1840;;REIS AUTO CENTER EIRELI - ME;true;nao
23.017.639/0001-85;;;;Q 303 NORTE ALAMEDA 19  QI 01 LOTE 01 SALA 2;(63)3225-1223;;REIS MATERIAIS ELETRICOS EIRELI - ME;true;nao
55.129.704/0005-84;;;;"R 112 SUL SR 9 N 9LOTE 3 SETOR INDUSTRIAL	  ";(63)3224-8043;;REMARI COMERCIAL LTDA;true;nao
09.427.012/0001-71;;;;"R 24 C, QD. 103, LT 22, SALA 02 		NÚMERO S/N ";(63)3225-1217;;REN'WE LTDA - ME;true;nao
00.749.616/0004-02;;;;"LOGRADOURO Q 104 SUL RUA SE 05 		NÚMERO 45 		COMPLEMENTO";(63)3225-5055;;RENACOR COMERCIO DE TINTAS LTDA.;true;nao
23.050.950/0001-26;;;;Q 403 SUL AVENIDA LO 9 LOTE 17 SALA 07;(63)3225-0070;;RENATA ALBERNAZ DE SOUZA - ME;true;nao
08.701.358/0001-53;;;; LOGRADOURO  Q 106 SUL, AV. JK  NÚMERO  23  COMPLEMENTO  ANDAR 1 SALA 1;(63)3225-3000;;REOBOTE & REOBOTE COMERCIO DE VEICULOS LTDA - ME;true;nao
17.460.243/0001-05;;;;R EWERTON VISCO  NÚMERO  290  COMPLEMENTO  EDIF B. SIDE EMPRESARIAL SALA 1705 CAMINHO DAS ARVORES ;(71)8166-3193;;REPGEN SSA CONSULTORIA LTDA - EPP;true;nao
04.611.266/0001-21;;;;AV JOAQUIM TEOTONIO SEGURADO, QD 101 SUL, HM 01, LT 03, ;(63)3215-6000;;REPRESENTTO REPRESENTACOES LTDA - EPP;true;nao
16.673.800/0001-03;;;;"Q 101 NORTE AVENIDA JOAQUIM TEOTONIO SEGURADO 		NÚMERO SN 		COMPLEMENTO ACSU SO 10 CONJ 01 LOTE 03 SALA 604";(63)3215-8027;;RESIDENCIAL LAILA;true;nao
13.023.029/0001-30;;;;Q 110 SUL ALAMEDA 05  NÚMERO  1-A;(63)3225-1607;;RESIDENCIAL LUCIJANE;true;nao
10.528.431/0001-89;;;;Q ARNE 53 (406 NORTE), ALAMEDA 10, CONJUNTO HM-01, LOTE 02 ;(63)3225-5444;;RESIDENCIAL VINICIUS DE MORAES;true;nao
23.152.162/0001-40;;;;Q AV 107 NORTE AVENIDA JUSCELINO KUBITSCHEK  NÚMERO  SN  COMPLEMENTO  LOJA LUC 10 CAPIM DOURADO SHOPPING;(63)3225-0070;;RESTAURANTE CAPIM DOURADO LTDA - ME;true;nao
15.084.991/0001-05;;;;"Q 206 SUL ALAMEDA 15 LOTE: 08;";(63)8447-9990;;RESTAURANTE SERTANEJO EIRELI;true;nao
26.484.874/0001-55;;;;AV B, QUADRA 02, LOTEAMENTO JARDIM EUROPA  NÚMERO  SN  COMPLEMENTO  LOTE 04;(63)9219-7407;;RESTAURANTE VILLA CHURRASCO LTDA -ME;true;nao
22.814.954/0001-70;;;;Q 104 SUL RUA SE 9;(63)8412-5085;;RESTAURANTE VITORIA;true;nao
21.235.820/0001-32;;;;"AV LO 1 QD 104 SUL  NÚMERO  SN  COMPLEMENTO  CONJ 04	PLANO DIRETOR SUL  MUNICÍPIO  PALMAS  UF  TO   ";(63)3571-8003;;RESTAURANTE SARAU LTDA - ME;true;nao
13.141.994/0001-08;;;;Q 804 SUL ALAMEDA 05 NÚMERO 07 COMPLEMENTO LOTE 44;(63)3215-7446;;RESULTMAIS LTDA - ME;true;nao
19.750.813/0001-27;;;;"Q 208 SUL AVENIDA LO 03  NÚMERO  S/N  COMPLEMENTO  LOTE 05 SALA 01	PLANO DIRETOR SUL  MUNICÍPIO  PALMAS  UF  TO ";(63)3225-3216;;REY CHARM CABELO E ESTETICA - EIRELI - ME;true;nao
11.381.301/0001-29;;;;AV MARANHAO COMPLEMENTO QUADRA31 PARTE LOTE 17 ;(63)3351-3328;;RIBEIRO & MUNDIM LTDA - EPP;true;nao
05.677.908/0001-58;;;;Q 108 SUL (ARSE 13) ALAMEDA 03 QI B LOTE 44 N 03/07;(63)3212-1210;;RIBEIRO E RIBEIRO ASSESSORIA LTDA - ME;true;nao
14.085.710/0001-76;;;; AV AV. IPANEMA, QD 01 LOTE 09 ;(63)3571-1119;;RICANATO CONSTRUTORA LTDA - ME;true;nao
01.603.591/0001-54;;;;Q 812 SUL QI 01 ALAMEDA 02 ;(63)3214-2195;;RILMAR GOMES DE SOUZA - EPP;true;nao
18.205.068/0001-72;;;;Q 602 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO;(63)3216-2002;;RIO SUL;true;nao
20.209.825/0001-28;;;;"Q 104 SUL RUA SE 3  NÚMERO  04  COMPLEMENTO  BLOCO O;BOX 4	   CEP  77.020-016	 BAIRRO/DISTRITO  PLANO DIRETOR SUL  MUNICÍPIO  PALMAS  UF  TO ";(63)8442-6219;;RITA MARIA OLIVEIRA MARACAIPE 34812172187;true;nao
10.279.522/0001-28;;;;R SURUBIM ;(63)2111-7011;;ROBERT HALF TRABALHO TEMPORARIO LTDA.;true;nao
10.524.748/0001-47;;;;Q 103 SUL RUA SO 05 LOTE 25 ;(63)3213-2768;;ROBSON GOMES BARBOSA - ME;true;nao
15.464.854/0001-04;;;;Q 604 SUL AVENIDA PALMAS BRASIL LOTE 09  16 ;(63)3214-4333;;ROCHA & MORAIS LTDA - ME;true;nao
12.376.894/0001-06;;;;AV I QD 108 LOTE 02 SALA 02 ;(63)3271-4451;;RODRIGO MARQUES DA SILVA - GALETTOS RESTAURANTE - ME;true;nao
12.665.171/0001-19;;;;Q 104 SUL RUA SE 01 LT 27;(63)3215-4839;;RODRIGUES E NOGUEIRA ORGANIZACOES CONTABEIS LTDA - ME;true;nao
15.650.936/0001-35;;;;Q 1401 SUL - AV. LO 33 (ACSU SO 140)  CONJ 02 LOTE PAC 01 SALA 01 ;(63)9265-5589;;RODRIGUES & BATISTA CONVENIENCIAS LTDA - ME;true;nao
07.836.710/0001-03;;;;Q 104 SUL RUA SE 05  LT 23 Nº 24 SALA 13;(63)3213-1418;;RODRIGUES & OLIVEIRA S/C LTDA - ME;true;nao
16.791.854/0001-73;;;;Q 212 SUL RUA SR 11 ;(63)8144-7670;;RODRIGUES DE SOUZA COMERCIO VAREJISTA DE PETISCOS EIRELI - ME;true;nao
15.260.915/0001-03;;;;Q 305 SUL RUA 6 N08  LOTE 08;(63)3215-5040;;ROGERIO JOSE FERREIRA 16974123191;true;nao
23.105.293/0001-77;;;;QUADRA04 LOTE 05-A SALA 01;(62)9628-0747;;ROSA DE OURO COMERCIO DE ALIMENTOS E TRANSPORTES EIRELI - ME;true;nao
17.212.099/0001-98;;;;R 7 DE SETEMBRO;(63)3369-1378;;ROSANGELA CARVALHO LUSTOSA EIRELI - ME;true;nao
17.454.033/0001-04;;;;Q 106 SUL, AVENIDA JK (SE 12 LT 08, CORREDOR N 08;(63)3215-0767;;ROSA REBELDE COMERCIO DE CONFECCOES LTDA - ME;true;nao
22.791.599/0001-61;;;;"Q 205 SUL AVENIDA LO 5  NÚMERO  SN  COMPLEMENTO  LOTE: 12; SALA: 02;";(63)3225-2693;;ROYAL CONVENIENCIA LTDA - ME;true;nao
25.106.470/0001-65;;;;"Q 104 SUL RUA SE 5 		NÚMERO 19 		COMPLEMENTO CONJ 03 LOTE 20 SALA 09";(63)3225-5365;;ROYAL MED HOSPITALAR LTDA - ME;true;nao
21.126.249/0002-07;;;;"Q AV 107 NORTE AVENIDA JUSCELINO KUBITSCHEK 	NÚMERO S/N COMPLEMENTO QUIOSQ07";(63)8400-9471;;RRS COMERCIO VAREJISTA DE CELULARES E ACESSORIOS LTDA - ME;true;nao
21.126.249/0001-18;;;;"Q AV 107 NORTE AVENIDA JUSCELINO KUBITSCHEK COMPLEMENTO  QUIOSQ: 07;";(63)9989-2000;;RRS COMERCIO VAREJISTA DE CELULARES E ACESSORIOS LTDA - ME;true;nao
06.345.726/0001-42;;;;QD 212 NORTE ALAMEDA 07 LT 36;(63)3215-5398;;RS ENGENHARIA E CONSTRUCOES LTDA - EPP;true;nao
03.875.890/0014-98;;;;Q ACSU SE 10 AV. TEOTONIO SEGURADO CONJ 01 LOTE 05  NÚMERO  S/N ;(63)3215-8031;;RUAH INDUSTRIA E COMERCIO DE MOVEIS LTDA;true;nao
03.875.890/0014-98;;;;Q ACSU SE 10 AV. TEOTONIO SEGURADO CONJ 01 LOTE 05  NÚMERO  S/N ;(63)3215-8031;;RUAH INDUSTRIA E COMERCIO DE MOVEIS LTDA;true;nao
01.200.433/0001-53;;;;AV LO 01 ACSE 01 CONJ. 04 LT 20;(63)3215-2179;;RURALBRAS-COMERCIO ATACADISTA E VAREJISTA DE PRODUTOS AGROPECUARIOS LTDA;true;nao
04.886.969/0004-05;;;;AV JOAQUIM TEOTONIO SEGURADO SN  SALA EMB.AEROPORTO 6A ;(63)3219-3741;;R & P EMPREENDIMENTOS ALIMENTICIOS LTDA;true;nao
10.419.691/0001-16;;;;Q 501-SUL AV. LO 11 CONJUNTO 02 PRACA ;(30)0000-0000;;R B SILVA QUIOSQUE - ME;true;nao
14.201.665/0001-78;;;;Q 912 SUL ALAMEDA 01  QI I LOTE 06 A 08 ;(63)8403-1980;;R C MOVEIS PLANEJADOS LTDA - ME;true;nao
15.681.558/0001-57;;;; R TEREZINHA QD NE 02 LT 01;(63)3571-5311;;R J W FITNESS LTDA - ME;true;nao
16.666.493/0001-33;;;; Q 104 SUL AVENIDA LO 01 N 11 ;(63)3225-0867;;R N DE MELO - ME;true;nao
11.350.640/0001-48;;;;"Q 712 SUL ALAMEDA 6  S/N 	COMPLEMENTO LOTE 48 QI 06";(63)8421-5621;;S B DA SILVA EIRELI - ME;true;nao
26.063.746/0001-38;;;;Q 1203 SUL AVENIDA LO 27  NÚMERO  SN  COMPLEMENTO  LOTE 24 SALA 2;(63)8457-9790;;S BARBOSA LIMA - EPP;true;nao
22.452.626/0002-52;;;;Q 501 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO  NÚMERO  S/N  COMPLEMENTO  ACSU SO 50 CONJ 01 LOTE 22 LOJA 02 TERREO;(63)3026-7584;;S V OPTICAS LTDA - ME;true;nao
23.198.330/0001-39;;;;Q 406 NORTE AVENIDA LO 14  LOTE 11 SALA 1;(63)3215-1842;;S. M. OTAVIO - ME;true;nao
17.546.584/0001-06;;;;Q 104 SUL RUA SE 05 LOTE 20;(63)3015-1817;;S. S. DA SILVA - ME;true;nao
17.684.252/0001-80;;;;Q 307 SUL - QI 04 - ALAMEDA 06  NÚMERO  SN  COMPLEMENTO  LOTE 16;(63)3212-1362;;S.A. DE OLIVEIRA - ME;true;nao
15.810.569/0001-90;;;;R P-08 QUADRA 38 LOTE 01;(63)3214-6378;;S.C. COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - ME;true;nao
10.891.100/0001-09;;;;Q 404 SUL ALAMEDA 2;(63)3215-8188;;S.J DO NASCIMENTO NETO - ME;true;nao
17.324.406/0001-22;;;;"Q 105 NORTE, AV NS-03, QI -05  NÚMERO  09  COMPLEMENTO     CEP  77.001-072	 BAIRRO/DISTRITO  PLANO DIRETOR NORTE  MUNICÍPIO  PALMAS  UF  TO   ";(63)3215-8640;;S. F. AQUINO EIRELI;true;nao
11.821.624/0001-96;;;;Q 104 SUL AV. LO 01 CONJ 04 LOTE 24 N 19  SALA 03 ;(63)3215-8196;;S. KELLY R. O. LOPES - ME;true;nao
37.416.161/0001-70;;;;Q 103 SUL, CONJUNTO 03, AVENIDA NS - 1, ;(63)3219-4500;;S. L. EMPREENDIMENTOS LTDA;true;nao
13.252.178/0001-71;;;;AV CONEGO JOAO LIMA NÚMERO 2037  SALA 106 ;(63)3415-4602;;S. V. SILVA & CIA LTDA - ME;true;nao
97.523.124/0001-93;;;;Q 107 NORTE NS 05 SALA 03;(63)3215-6242;;SABINO & FILHO LTDA - ME;true;nao
04.842.528/0001-69;;;;AV LO 19, 706 SUL SN  LOTE 02 ;(63)3214-4721;;SALOMAO DE CARVALHO & ROCHA TOLENTINO LTDA - ME;true;nao
20.002.247/0001-54;;;;"Q 403 NORTE AVENIDA LO 10 		NÚMERO S/N  COMPLEMENTO LOTE 25 SALA 03 ACSVNO 41 LT 12";(63)3026-3001;;SAMARA SILVA DOS SANTOS - EIRELI - ME;true;nao
09.364.281/0001-36;;;;104 SUL AVENIDA LO 1 SALA 03 CONJ 04;(63)3215-7393;;SAMARA & SAMARA LTDA;true;nao
22.791.288/0001-00;;;;Q 104 SUL RUA SE 1;(63)8112-5001;;SAMPAIO E BASTOS LTDA - ME;true;nao
37.421.617/0001-90;;;;"Q 1106-SUL ALAMEDA 19 LOTE 37 		NÚMERO S/N 		COMPLEMENTO SALA 01 ";(63)3217-1117;;SAMUEL NUNES PIMENTEL - ME;true;nao
20.404.163/0001-47;;;;AV NS 10, 806 SUL (ARSE 82) LOTE 24 PAC;(63)3214-3063;;SAN CONVENIENCIAS;true;nao
01.616.929/0001-02;;;;"AV FUED JOSE SEBBA 	 NÚMERO  1245 ";(62)3243-3282;;SANEAMENTO DE GOIAS S/A;true;nao
12.294.469/0001-60;;;;Q 806 SUL ALAMEDA 6 A NÚMERO 2 ;(63)3214-2301;;SANILEIDE ALVES PINTO 93051034134;true;nao
26.314.062/0006-76;;;;"AV PRIMEIRA AVENIDA 		NÚMERO SN 		COMPLEMENTO QUADRA: 1-B; LOTE: 24; LOJA: TERREO; COND: EMP VILLAGE;";(62)3226-9700;;SANKHYA TECNOLOGIA EM SISTEMAS LTDA;true;nao
00.896.492/0001-45;;;;504 SUL AV. LO 11 LOTE 06 SALA 02;(63)3214-2518;;SANTA CASA ADMIN. SERV. FUNERARIO LTDA;true;nao
13.728.593/0001-59;;;;R SEBASTIAO ALVARENGA BRETAS ;(63)3215-1325;;SANTA ELIZABETH EMPREENDIMENTOS E PARTICIPACOES LTDA;true;nao
13.560.643/0001-31;;;;R SEBASTIAO ALVARENGA BRETAS;(63)8404-0142;;SANTA HELENA EMPREENDIMENTOS E PARTICIPACOES LTDA;true;nao
07.850.250/0001-60;;;;"Q 104 NORTE AVENIDA LO 02 		NÚMERO 27";(63)3215-3634;;SANTO NERY - INCORPORADORA DE IMOVEIS LTDA - ME;true;nao
10.683.835/0001-47;;;;LOT SAO SILVESTRE, 6. ETAPA;(63)3225-3090;;SANTOS AGROPECUARIA LTDA;true;nao
09.235.446/0001-70;;;; LOGRADOURO Q 501 SUL AV. LO 11 LOTE 24 (ACSU-SO 50 CONJ. 02);(63)3215-2436;;SARIAL SILVANO E SILVANO LTDA - EPP;true;nao
04.924.962/0001-98;;;;"R SENADOR PEDRO LUDOVICO  	NÚMERO 1290 ";(63)3351-2730;;SATELITE TOPOGRAFIA LTDA - ME;true;nao
03.267.775/0004-67;;;;"Q 712 SUL ALAMEDA 7 QI 7  	COMPLEMENTO LOTE 36/38 ";(63)3215-7406;;SCAPE TRIANGULO DISTRIBUIDORA DE AUTOPECAS LTDA;true;nao
02.914.460/0062-72;;;;NUCR PONTE ALTA FAZ MACEDONIA SN DF001/DF480, CHAC RANCINHO LT;(61)3421-7900;;SEARA ALIMENTOS LTDA;true;nao
02.804.829/0001-72;;;;Q 303 NORTE, AVENIDA LO 10  NÚMERO S/N LOTE 09 ;(63)3245-1542;;SEBASTIAO LISBOA CABRAL;true;nao
25.053.083/0001-08;;;;PRACA DOS GIRASSOIS S/N ESPLANADA DAS SECRETARIAS;(63)3218-1394;;SECRETARIA DA EDUCAÇÃO, JUVENTUDE E ESPORTES;true;nao
02.986.258/0001-34;;;;R CP6  NÚMERO  449  COMPLEMENTO  QUADRACP 05 LOTE 1,2,3 E 4 ;(62)3287-4242;;SEEIK - SANTA EFIGENIA ENGENHARIA E INDUSTRIA LTDA;true;nao
12.680.442/0001-05;;;;"Q 103 NORTE RUA DE PEDESTRE NO 03 		NÚMERO 30 		COMPLEMENTO LOTE 11 ";(63)3215-1276;;SELEJUR INSTITUTO DE EDUCACAO - EIRELI - EPP;true;nao
01.776.827/0001-54;;;;77.006-020 ;(63)3215-2889;;SELMA MENDES TAVARES TIBURCIO - M;true;nao
06.091.851/0001-73;;;;ACSV NE 12 LT 18  S/N SALA 102;(63)3215-8337;;SELMA PEREIRA - ME;true;nao
18.475.526/0001-93;;;;Q 104 SUL II, AV LO 03, LTS 01 A 10, CENTRO EMPRESARIAL TUKANA NÚMERO 89 COMPLEMENTO ANDAR TERREO SALA 224   ;(63)3224-4670;;SELMA RODRIGUES ROCHA MIRANDA - ME;true;nao
24.227.491/0002-57;;;;AV ARNALDO ROJEK 01  NÚMERO  01  COMPLEMENTO  RUA 4 GALPAOC PARTE II;(11)3232-2000;;SEMP TCL INDUSTRIA E COMERCIO DE ELETROELETRONICOS S. A.;true;nao
11.937.186/0001-26;;;;Q 107 NORTE NS 05 COM AVENIDA JUCESLINO KUBSTSCHEK SALA 80 ;(63)8426-5653;;SENA & VIEIRA LTDA - ME;true;nao
08.957.696/0001-50;;;;"AV MARECHAL CASTELO BRANCO  NÚMERO  S/N  COMPLEMENTO     CEP  77.615-000	 BAIRRO/DISTRITO  CENTRO  MUNICÍPIO  SANTA TEREZA DO TOCANTINS  UF  TO ";(63)3215-3906;;SERPA E SILVA LTDA - ME;true;nao
